hdl:1774.2/2086 levy:034.004
hdl:1774.2/11171 levy:025.008
hdl:1774.2/11172 levy:081.132
hdl:1774.2/11173 levy:141.105
hdl:1774.2/11174 levy:106.020
hdl:1774.2/11175 levy:026.107
hdl:1774.2/11176 levy:068.044
hdl:1774.2/11177 levy:012.137
hdl:1774.2/11178 levy:072.076
hdl:1774.2/11179 levy:098.079
hdl:1774.2/11180 levy:099.039
hdl:1774.2/11181 levy:015.024
hdl:1774.2/11182 levy:115.177
hdl:1774.2/11183 levy:008.103
hdl:1774.2/11184 levy:158.165
hdl:1774.2/11185 levy:162.033
hdl:1774.2/11186 levy:025.085
hdl:1774.2/11187 levy:040.107
hdl:1774.2/11188 levy:088.104
hdl:1774.2/11189 levy:022.047
hdl:1774.2/11190 levy:132.005
hdl:1774.2/11191 levy:150.050
hdl:1774.2/11192 levy:076.050a
hdl:1774.2/11193 levy:127.071
hdl:1774.2/11195 levy:190.012a
hdl:1774.2/11196 levy:191.077
hdl:1774.2/11197 levy:145.075
hdl:1774.2/11198 levy:044.046
hdl:1774.2/11199 levy:130.050
hdl:1774.2/11200 levy:015.093
hdl:1774.2/11201 levy:089.060
hdl:1774.2/11202 levy:183.150
hdl:1774.2/11203 levy:084.018
hdl:1774.2/11204 levy:094.131
hdl:1774.2/11205 levy:159.026
hdl:1774.2/11206 levy:157.123
hdl:1774.2/11207 levy:171.120
hdl:1774.2/11208 levy:067.078
hdl:1774.2/11209 levy:168.051
hdl:1774.2/11210 levy:079.096
hdl:1774.2/11211 levy:080.068
hdl:1774.2/11212 levy:119.068
hdl:1774.2/11213 levy:081.030
hdl:1774.2/11214 levy:174.121
hdl:1774.2/11215 levy:164.019
hdl:1774.2/11216 levy:154.106
hdl:1774.2/11217 levy:097.032a
hdl:1774.2/11218 levy:117.118
hdl:1774.2/11219 levy:038.002
hdl:1774.2/11220 levy:081.047
hdl:1774.2/11221 levy:126.111
hdl:1774.2/11222 levy:010.015
hdl:1774.2/11223 levy:143.169
hdl:1774.2/11224 levy:156.182
hdl:1774.2/11225 levy:193.017
hdl:1774.2/11226 levy:080.066
hdl:1774.2/11227 levy:086.049
hdl:1774.2/11228 levy:191a.085a
hdl:1774.2/11229 levy:149.108
hdl:1774.2/11230 levy:034.075
hdl:1774.2/11231 levy:172.025
hdl:1774.2/11232 levy:179.052
hdl:1774.2/11233 levy:080.036
hdl:1774.2/11234 levy:103.120
hdl:1774.2/11235 levy:191a.177
hdl:1774.2/11236 levy:015.040
hdl:1774.2/11237 levy:035.023
hdl:1774.2/11238 levy:189.034
hdl:1774.2/11239 levy:167.036
hdl:1774.2/11240 levy:049.075
hdl:1774.2/11241 levy:056.021
hdl:1774.2/11242 levy:177.038
hdl:1774.2/11243 levy:072.097
hdl:1774.2/11244 levy:154.161
hdl:1774.2/11245 levy:004.071
hdl:1774.2/11246 levy:130.120
hdl:1774.2/11247 levy:106.198
hdl:1774.2/11248 levy:013.150
hdl:1774.2/11249 levy:094.107a
hdl:1774.2/11250 levy:172.094a
hdl:1774.2/11251 levy:142.072
hdl:1774.2/11252 levy:042.122
hdl:1774.2/11253 levy:006.034
hdl:1774.2/11254 levy:013.154
hdl:1774.2/11255 levy:154.125
hdl:1774.2/11256 levy:093.114a
hdl:1774.2/11257 levy:004.063
hdl:1774.2/11258 levy:131.055
hdl:1774.2/11259 levy:007.076
hdl:1774.2/11260 levy:106.151
hdl:1774.2/11261 levy:054.089
hdl:1774.2/11264 levy:113.003
hdl:1774.2/11265 levy:100.116
hdl:1774.2/11266 levy:027.094
hdl:1774.2/11267 levy:044.003
hdl:1774.2/11268 levy:008.069
hdl:1774.2/11269 levy:025.150
hdl:1774.2/11270 levy:060.028
hdl:1774.2/11271 levy:102.137
hdl:1774.2/11272 levy:169.075
hdl:1774.2/11273 levy:043.027
hdl:1774.2/11275 levy:150a.031
hdl:1774.2/11276 levy:140.092
hdl:1774.2/11277 levy:096.162
hdl:1774.2/11278 levy:086.058
hdl:1774.2/11279 levy:158.101a
hdl:1774.2/11280 levy:130.059
hdl:1774.2/11282 levy:170.009
hdl:1774.2/11283 levy:106.017
hdl:1774.2/11284 levy:157.051
hdl:1774.2/11285 levy:031.104
hdl:1774.2/11286 levy:191b.125
hdl:1774.2/11287 levy:018.039
hdl:1774.2/11288 levy:095.108
hdl:1774.2/11290 levy:036.128
hdl:1774.2/11291 levy:062.062
hdl:1774.2/11292 levy:109.122
hdl:1774.2/11293 levy:150.089
hdl:1774.2/11294 levy:065.029
hdl:1774.2/11295 levy:120.088
hdl:1774.2/11296 levy:003.080
hdl:1774.2/11297 levy:161.090
hdl:1774.2/11298 levy:163.065
hdl:1774.2/11299 levy:091.118
hdl:1774.2/11300 levy:147.195
hdl:1774.2/11301 levy:087.014
hdl:1774.2/11302 levy:041.108
hdl:1774.2/11303 levy:081.078
hdl:1774.2/11304 levy:001.040
hdl:1774.2/11305 levy:106.022
hdl:1774.2/11306 levy:174.072
hdl:1774.2/11307 levy:093.032
hdl:1774.2/11308 levy:075.134
hdl:1774.2/11309 levy:138.101
hdl:1774.2/11310 levy:092.049
hdl:1774.2/11311 levy:128.041
hdl:1774.2/11312 levy:114.006
hdl:1774.2/11313 levy:191.178
hdl:1774.2/11314 levy:147.086
hdl:1774.2/11315 levy:077.081
hdl:1774.2/11316 levy:154.139
hdl:1774.2/11317 levy:047.008
hdl:1774.2/11318 levy:097.163
hdl:1774.2/11319 levy:191.124
hdl:1774.2/11320 levy:026.082
hdl:1774.2/11321 levy:184.006
hdl:1774.2/11322 levy:016.022
hdl:1774.2/11323 levy:007.117
hdl:1774.2/11325 levy:182.092
hdl:1774.2/11326 levy:112.022
hdl:1774.2/11327 levy:051.100
hdl:1774.2/11328 levy:036.131b
hdl:1774.2/11329 levy:160.132
hdl:1774.2/11330 levy:172.098
hdl:1774.2/11332 levy:099.021
hdl:1774.2/11333 levy:070.055
hdl:1774.2/11334 levy:017.029
hdl:1774.2/11335 levy:008.006
hdl:1774.2/11336 levy:128.109
hdl:1774.2/11337 levy:168.076
hdl:1774.2/11338 levy:090.007
hdl:1774.2/11339 levy:124.054
hdl:1774.2/11340 levy:078.237
hdl:1774.2/11342 levy:191a.032
hdl:1774.2/11343 levy:046.005
hdl:1774.2/11344 levy:151.172
hdl:1774.2/11345 levy:118.067
hdl:1774.2/11346 levy:001.116
hdl:1774.2/11347 levy:158.128
hdl:1774.2/11348 levy:030.136
hdl:1774.2/11349 levy:160.014
hdl:1774.2/11350 levy:127.131
hdl:1774.2/11351 levy:046.003
hdl:1774.2/11352 levy:009.085
hdl:1774.2/11353 levy:190.150
hdl:1774.2/11354 levy:080.100
hdl:1774.2/11355 levy:077.096
hdl:1774.2/11356 levy:025.057
hdl:1774.2/11357 levy:147.023
hdl:1774.2/11358 levy:157.007
hdl:1774.2/11359 levy:102.013
hdl:1774.2/11360 levy:036.073c
hdl:1774.2/11361 levy:155.104
hdl:1774.2/11362 levy:187.042a
hdl:1774.2/11363 levy:068.150
hdl:1774.2/11364 levy:170.065
hdl:1774.2/11365 levy:150a.105
hdl:1774.2/11366 levy:111.130
hdl:1774.2/11367 levy:093.140
hdl:1774.2/11368 levy:128.111
hdl:1774.2/11369 levy:162.131
hdl:1774.2/11370 levy:141.058
hdl:1774.2/11371 levy:096.005
hdl:1774.2/11372 levy:017.139
hdl:1774.2/11373 levy:149.048
hdl:1774.2/11374 levy:062.035
hdl:1774.2/11375 levy:112.046
hdl:1774.2/11376 levy:096.159
hdl:1774.2/11377 levy:108.113
hdl:1774.2/11378 levy:146.132
hdl:1774.2/11379 levy:110.154
hdl:1774.2/11380 levy:190.021
hdl:1774.2/11381 levy:096.242
hdl:1774.2/11382 levy:089.077
hdl:1774.2/11383 levy:070.053
hdl:1774.2/11384 levy:032.115a
hdl:1774.2/11385 levy:111.042
hdl:1774.2/11386 levy:138.090
hdl:1774.2/11387 levy:109.082
hdl:1774.2/11388 levy:033.088
hdl:1774.2/11389 levy:014.073
hdl:1774.2/11390 levy:138.039
hdl:1774.2/11391 levy:148.025
hdl:1774.2/11392 levy:050.045
hdl:1774.2/11395 levy:001.014
hdl:1774.2/11396 levy:101.045b
hdl:1774.2/11397 levy:158.086
hdl:1774.2/11398 levy:065.141
hdl:1774.2/11399 levy:116.051
hdl:1774.2/11400 levy:094.169
hdl:1774.2/11401 levy:091.080
hdl:1774.2/11402 levy:111.112
hdl:1774.2/11403 levy:054.155
hdl:1774.2/11404 levy:011.100
hdl:1774.2/11405 levy:146.192
hdl:1774.2/11407 levy:041.042
hdl:1774.2/11408 levy:120.110
hdl:1774.2/11409 levy:094.086
hdl:1774.2/11410 levy:094.009
hdl:1774.2/11412 levy:110.111
hdl:1774.2/11413 levy:041.066
hdl:1774.2/11414 levy:153.042
hdl:1774.2/11415 levy:153.158
hdl:1774.2/11416 levy:044.043
hdl:1774.2/11417 levy:125.046
hdl:1774.2/11418 levy:126.072
hdl:1774.2/11419 levy:002.024
hdl:1774.2/11420 levy:026.108
hdl:1774.2/11421 levy:090.083
hdl:1774.2/11422 levy:056.087
hdl:1774.2/11423 levy:118.041
hdl:1774.2/11424 levy:123.038
hdl:1774.2/11425 levy:157.126
hdl:1774.2/11426 levy:073.043
hdl:1774.2/11427 levy:036.099
hdl:1774.2/11428 levy:063.052
hdl:1774.2/11430 levy:184.046
hdl:1774.2/11431 levy:116.070
hdl:1774.2/11432 levy:187.012
hdl:1774.2/11433 levy:167.040
hdl:1774.2/11434 levy:151.017a
hdl:1774.2/11435 levy:009.061
hdl:1774.2/11437 levy:160.077
hdl:1774.2/11438 levy:035.121a
hdl:1774.2/11439 levy:008.135
hdl:1774.2/11441 levy:026.139
hdl:1774.2/11442 levy:008.102
hdl:1774.2/11443 levy:191a.157
hdl:1774.2/11444 levy:131.078
hdl:1774.2/11445 levy:079.066
hdl:1774.2/11446 levy:105.135
hdl:1774.2/11447 levy:168.003
hdl:1774.2/11448 levy:179.090
hdl:1774.2/11449 levy:041.098
hdl:1774.2/11450 levy:025.051
hdl:1774.2/11452 levy:129.118
hdl:1774.2/11453 levy:065.077
hdl:1774.2/11455 levy:015.114b
hdl:1774.2/11456 levy:072.068
hdl:1774.2/11457 levy:171.082
hdl:1774.2/11458 levy:147.148
hdl:1774.2/11459 levy:079.223
hdl:1774.2/11460 levy:166.111
hdl:1774.2/11461 levy:001.041
hdl:1774.2/11462 levy:155.061
hdl:1774.2/11463 levy:017.072
hdl:1774.2/11464 levy:154.143
hdl:1774.2/11465 levy:164.028
hdl:1774.2/11466 levy:191a.013
hdl:1774.2/11467 levy:165.002
hdl:1774.2/11468 levy:163.036
hdl:1774.2/11469 levy:165.009
hdl:1774.2/11472 levy:041.035
hdl:1774.2/11473 levy:154a.120
hdl:1774.2/11474 levy:179.081
hdl:1774.2/11475 levy:042.019
hdl:1774.2/11476 levy:047.024
hdl:1774.2/11477 levy:053.091
hdl:1774.2/11478 levy:156.117a
hdl:1774.2/11479 levy:143.009
hdl:1774.2/11480 levy:090.009
hdl:1774.2/11481 levy:097.086
hdl:1774.2/11482 levy:189.077
hdl:1774.2/11483 levy:109.064
hdl:1774.2/11484 levy:060.108a
hdl:1774.2/11485 levy:164.125
hdl:1774.2/11487 levy:158.058
hdl:1774.2/11488 levy:106.024
hdl:1774.2/11489 levy:048.024
hdl:1774.2/11490 levy:079.198
hdl:1774.2/11491 levy:158.162a
hdl:1774.2/11492 levy:055.029
hdl:1774.2/11493 levy:053.070
hdl:1774.2/11494 levy:110.052
hdl:1774.2/11495 levy:181.042
hdl:1774.2/11496 levy:089.014
hdl:1774.2/11497 levy:055.015
hdl:1774.2/11498 levy:170.137
hdl:1774.2/11499 levy:156.017
hdl:1774.2/11500 levy:097.053
hdl:1774.2/11501 levy:174.137
hdl:1774.2/11502 levy:035.028
hdl:1774.2/11503 levy:040.026
hdl:1774.2/11504 levy:057.077
hdl:1774.2/11505 levy:113.027
hdl:1774.2/11506 levy:080.170a
hdl:1774.2/11508 levy:144.126
hdl:1774.2/11509 levy:096.075
hdl:1774.2/11510 levy:045.044
hdl:1774.2/11511 levy:025.006
hdl:1774.2/11513 levy:191a.195
hdl:1774.2/11514 levy:106.217
hdl:1774.2/11515 levy:007.084
hdl:1774.2/11516 levy:068.158
hdl:1774.2/11517 levy:158.053
hdl:1774.2/11518 levy:086.109
hdl:1774.2/11519 levy:142.087
hdl:1774.2/11520 levy:104.003
hdl:1774.2/11521 levy:051.009
hdl:1774.2/11523 levy:150a.007
hdl:1774.2/11525 levy:188.028
hdl:1774.2/11526 levy:022.004
hdl:1774.2/11527 levy:132.085
hdl:1774.2/11528 levy:127.032
hdl:1774.2/11529 levy:090.033
hdl:1774.2/11530 levy:190.096
hdl:1774.2/11531 levy:034.025
hdl:1774.2/11532 levy:048.080
hdl:1774.2/11533 levy:030.077
hdl:1774.2/11534 levy:094.041a
hdl:1774.2/11535 levy:180.024
hdl:1774.2/11536 levy:141.009
hdl:1774.2/11537 levy:078.047
hdl:1774.2/11538 levy:018.047
hdl:1774.2/11539 levy:025.139
hdl:1774.2/11540 levy:154.165a
hdl:1774.2/11541 levy:108.076
hdl:1774.2/11542 levy:129.112
hdl:1774.2/11543 levy:179.023
hdl:1774.2/11544 levy:092.069
hdl:1774.2/11545 levy:106.077
hdl:1774.2/11546 levy:136.120
hdl:1774.2/11547 levy:034.006
hdl:1774.2/11548 levy:151.037
hdl:1774.2/11549 levy:191a.018
hdl:1774.2/11550 levy:072.003
hdl:1774.2/11551 levy:079.172
hdl:1774.2/11553 levy:164.067
hdl:1774.2/11554 levy:101.103
hdl:1774.2/11555 levy:165.119
hdl:1774.2/11556 levy:127.067
hdl:1774.2/11557 levy:029.031a
hdl:1774.2/11558 levy:064.084
hdl:1774.2/11559 levy:158.168
hdl:1774.2/11560 levy:148.197
hdl:1774.2/11561 levy:113.022
hdl:1774.2/11562 levy:114.124
hdl:1774.2/11563 levy:133.102
hdl:1774.2/11564 levy:155.091
hdl:1774.2/11565 levy:161.034
hdl:1774.2/11566 levy:059.107
hdl:1774.2/11567 levy:091.002
hdl:1774.2/11568 levy:046.013
hdl:1774.2/11569 levy:109.006
hdl:1774.2/11570 levy:182.026
hdl:1774.2/11571 levy:068.188
hdl:1774.2/11572 levy:172.102
hdl:1774.2/11573 levy:013.053
hdl:1774.2/11574 levy:058.078
hdl:1774.2/11575 levy:131.138
hdl:1774.2/11576 levy:184.019
hdl:1774.2/11577 levy:121.012
hdl:1774.2/11578 levy:079.047
hdl:1774.2/11579 levy:076.147
hdl:1774.2/11580 levy:038.138
hdl:1774.2/11581 levy:033.013b
hdl:1774.2/11582 levy:179.088
hdl:1774.2/11583 levy:079.154
hdl:1774.2/11584 levy:032.049
hdl:1774.2/11585 levy:142.050
hdl:1774.2/11587 levy:009.045
hdl:1774.2/11588 levy:159.012
hdl:1774.2/11589 levy:108.114c
hdl:1774.2/11590 levy:012.035
hdl:1774.2/11591 levy:087.101
hdl:1774.2/11592 levy:154a.201
hdl:1774.2/11593 levy:171.028
hdl:1774.2/11594 levy:092.119
hdl:1774.2/11595 levy:156.030d
hdl:1774.2/11596 levy:096.230
hdl:1774.2/11597 levy:095.080
hdl:1774.2/11598 levy:098.030
hdl:1774.2/11599 levy:185.033
hdl:1774.2/11600 levy:105.003
hdl:1774.2/11601 levy:030.041
hdl:1774.2/11602 levy:042.075
hdl:1774.2/11603 levy:073a.027
hdl:1774.2/11604 levy:185.078
hdl:1774.2/11605 levy:109.017
hdl:1774.2/11606 levy:078.031
hdl:1774.2/11607 levy:023.014
hdl:1774.2/11608 levy:078.228
hdl:1774.2/11609 levy:138.132
hdl:1774.2/11610 levy:165.065
hdl:1774.2/11611 levy:158.074
hdl:1774.2/11612 levy:191.076
hdl:1774.2/11613 levy:161.035
hdl:1774.2/11614 levy:120.070
hdl:1774.2/11615 levy:114.045
hdl:1774.2/11616 levy:167.109
hdl:1774.2/11617 levy:006.075
hdl:1774.2/11618 levy:147.177
hdl:1774.2/11619 levy:058.133
hdl:1774.2/11620 levy:116.113
hdl:1774.2/11621 levy:096.021
hdl:1774.2/11622 levy:038.080
hdl:1774.2/11623 levy:149.118
hdl:1774.2/11624 levy:014.067a
hdl:1774.2/11625 levy:093.157
hdl:1774.2/11626 levy:094.050
hdl:1774.2/11627 levy:028.128
hdl:1774.2/11628 levy:015.060
hdl:1774.2/11629 levy:035.100a
hdl:1774.2/11630 levy:124.033
hdl:1774.2/11632 levy:150.057
hdl:1774.2/11633 levy:020.060a
hdl:1774.2/11634 levy:174.130
hdl:1774.2/11635 levy:171.123
hdl:1774.2/11637 levy:016.122
hdl:1774.2/11638 levy:087.044
hdl:1774.2/11639 levy:088.067
hdl:1774.2/11640 levy:156.026
hdl:1774.2/11641 levy:149.094
hdl:1774.2/11642 levy:081.024
hdl:1774.2/11643 levy:096.017
hdl:1774.2/11645 levy:161.007
hdl:1774.2/11646 levy:104.079
hdl:1774.2/11647 levy:138.022
hdl:1774.2/11648 levy:042.031
hdl:1774.2/11649 levy:065.012
hdl:1774.2/11650 levy:093.059
hdl:1774.2/11651 levy:029.008a
hdl:1774.2/11652 levy:015.071
hdl:1774.2/11653 levy:168.032
hdl:1774.2/11654 levy:106.192
hdl:1774.2/11656 levy:033.084
hdl:1774.2/11657 levy:131.059
hdl:1774.2/11658 levy:111.010
hdl:1774.2/11659 levy:026.014
hdl:1774.2/11660 levy:022.051
hdl:1774.2/11661 levy:090.126
hdl:1774.2/11662 levy:016.003
hdl:1774.2/11663 levy:072.115
hdl:1774.2/11664 levy:023.020
hdl:1774.2/11665 levy:041.057
hdl:1774.2/11666 levy:038.133
hdl:1774.2/11667 levy:147.060
hdl:1774.2/11668 levy:120.069
hdl:1774.2/11669 levy:154.037
hdl:1774.2/11670 levy:135.020
hdl:1774.2/11671 levy:114.005
hdl:1774.2/11672 levy:116.026
hdl:1774.2/11674 levy:127.119
hdl:1774.2/11675 levy:005.064
hdl:1774.2/11676 levy:043.159
hdl:1774.2/11677 levy:037.043
hdl:1774.2/11678 levy:064.020
hdl:1774.2/11680 levy:171.109
hdl:1774.2/11681 levy:118.025
hdl:1774.2/11682 levy:183.020
hdl:1774.2/11683 levy:053.014
hdl:1774.2/11684 levy:115.198
hdl:1774.2/11685 levy:129.123
hdl:1774.2/11686 levy:010.026
hdl:1774.2/11687 levy:095.044
hdl:1774.2/11688 levy:051.002
hdl:1774.2/11689 levy:186.051
hdl:1774.2/11690 levy:063.068
hdl:1774.2/11691 levy:025.036
hdl:1774.2/11692 levy:101.002
hdl:1774.2/11693 levy:074.055
hdl:1774.2/11694 levy:132.056
hdl:1774.2/11695 levy:156.181a
hdl:1774.2/11696 levy:103.057
hdl:1774.2/11697 levy:165.053
hdl:1774.2/11698 levy:147.069
hdl:1774.2/11699 levy:174.006b
hdl:1774.2/11700 levy:095.118
hdl:1774.2/11701 levy:004.056
hdl:1774.2/11702 levy:171.091a
hdl:1774.2/11703 levy:013.002
hdl:1774.2/11704 levy:123.074
hdl:1774.2/11705 levy:017.001c
hdl:1774.2/11706 levy:096.077
hdl:1774.2/11707 levy:144.020
hdl:1774.2/11708 levy:110.048g
hdl:1774.2/11709 levy:117.040
hdl:1774.2/11710 levy:043.059
hdl:1774.2/11712 levy:036.080
hdl:1774.2/11713 levy:044.055
hdl:1774.2/11714 levy:151.086
hdl:1774.2/11715 levy:094.074
hdl:1774.2/11716 levy:158.136b
hdl:1774.2/11717 levy:008.120
hdl:1774.2/11718 levy:146.057
hdl:1774.2/11719 levy:113.051
hdl:1774.2/11720 levy:073a.013
hdl:1774.2/11721 levy:191.156
hdl:1774.2/11722 levy:131.039
hdl:1774.2/11723 levy:158.173b
hdl:1774.2/11724 levy:079.038
hdl:1774.2/11725 levy:135.035
hdl:1774.2/11727 levy:020.124
hdl:1774.2/11728 levy:058.002
hdl:1774.2/11729 levy:176.013
hdl:1774.2/11730 levy:191a.127
hdl:1774.2/11731 levy:106.218d
hdl:1774.2/11732 levy:037.061
hdl:1774.2/11733 levy:078.124
hdl:1774.2/11735 levy:115.114
hdl:1774.2/11736 levy:182.056
hdl:1774.2/11737 levy:001.128
hdl:1774.2/11739 levy:133.019
hdl:1774.2/11740 levy:036.041
hdl:1774.2/11741 levy:109.077
hdl:1774.2/11743 levy:144.064
hdl:1774.2/11744 levy:174.077
hdl:1774.2/11745 levy:171.052
hdl:1774.2/11746 levy:040.129
hdl:1774.2/11747 levy:155.124
hdl:1774.2/11748 levy:012.058
hdl:1774.2/11749 levy:078.223
hdl:1774.2/11750 levy:138.139
hdl:1774.2/11751 levy:158.030
hdl:1774.2/11752 levy:147.058
hdl:1774.2/11753 levy:022.037
hdl:1774.2/11754 levy:172.010
hdl:1774.2/11755 levy:191.036
hdl:1774.2/11756 levy:078.061
hdl:1774.2/11757 levy:003.112
hdl:1774.2/11758 levy:011.035
hdl:1774.2/11759 levy:138.041
hdl:1774.2/11760 levy:114.012
hdl:1774.2/11761 levy:158.004a
hdl:1774.2/11762 levy:158.161
hdl:1774.2/11763 levy:078.128
hdl:1774.2/11764 levy:075.075
hdl:1774.2/11765 levy:111.124
hdl:1774.2/11766 levy:103.092
hdl:1774.2/11767 levy:087.077
hdl:1774.2/11768 levy:023.034
hdl:1774.2/11769 levy:128.043
hdl:1774.2/11771 levy:080.057
hdl:1774.2/11772 levy:157.119
hdl:1774.2/11773 levy:035.004
hdl:1774.2/11774 levy:166.077
hdl:1774.2/11775 levy:152.109
hdl:1774.2/11776 levy:171.100
hdl:1774.2/11777 levy:106.225
hdl:1774.2/11778 levy:006.088
hdl:1774.2/11779 levy:025.014
hdl:1774.2/11780 levy:057.121
hdl:1774.2/11781 levy:161.086
hdl:1774.2/11782 levy:040.099
hdl:1774.2/11783 levy:114.193
hdl:1774.2/11784 levy:115.183
hdl:1774.2/11785 levy:081.037
hdl:1774.2/11786 levy:181.094
hdl:1774.2/11787 levy:155.194
hdl:1774.2/11788 levy:016.145
hdl:1774.2/11789 levy:125.038
hdl:1774.2/11790 levy:169.119
hdl:1774.2/11791 levy:139.010
hdl:1774.2/11793 levy:103.117
hdl:1774.2/11794 levy:076.124
hdl:1774.2/11795 levy:191a.046
hdl:1774.2/11796 levy:067.086
hdl:1774.2/11797 levy:167.046
hdl:1774.2/11798 levy:146.008
hdl:1774.2/11799 levy:022.081
hdl:1774.2/11800 levy:154.136
hdl:1774.2/11801 levy:011.087
hdl:1774.2/11802 levy:120.059
hdl:1774.2/11803 levy:039.008a
hdl:1774.2/11804 levy:079.216
hdl:1774.2/11805 levy:058.086
hdl:1774.2/11807 levy:132.126
hdl:1774.2/11808 levy:154a.034
hdl:1774.2/11809 levy:177.106
hdl:1774.2/11810 levy:016.116
hdl:1774.2/11811 levy:170.152
hdl:1774.2/11812 levy:154.130
hdl:1774.2/11813 levy:006.063
hdl:1774.2/11814 levy:085.087
hdl:1774.2/11815 levy:062.004b
hdl:1774.2/11816 levy:167.014
hdl:1774.2/11817 levy:122.110
hdl:1774.2/11818 levy:157.045b
hdl:1774.2/11819 levy:037.003a
hdl:1774.2/11820 levy:071.011
hdl:1774.2/11821 levy:121.061
hdl:1774.2/11822 levy:108.110
hdl:1774.2/11823 levy:079.236
hdl:1774.2/11824 levy:013.114
hdl:1774.2/11825 levy:131.033
hdl:1774.2/11826 levy:105.106
hdl:1774.2/11827 levy:048.014
hdl:1774.2/11828 levy:171.007
hdl:1774.2/11829 levy:178.023
hdl:1774.2/11830 levy:117.121
hdl:1774.2/11831 levy:166.027
hdl:1774.2/11832 levy:122.104
hdl:1774.2/11833 levy:044.039
hdl:1774.2/11834 levy:066.080
hdl:1774.2/11835 levy:022.104
hdl:1774.2/11836 levy:130.073
hdl:1774.2/11838 levy:185.095
hdl:1774.2/11839 levy:115.193
hdl:1774.2/11840 levy:127.004
hdl:1774.2/11841 levy:080.059
hdl:1774.2/11843 levy:108.121
hdl:1774.2/11844 levy:144.124
hdl:1774.2/11845 levy:096.156
hdl:1774.2/11847 levy:067.118
hdl:1774.2/11848 levy:076.002a
hdl:1774.2/11849 levy:177.037
hdl:1774.2/11850 levy:039.022
hdl:1774.2/11851 levy:094.041
hdl:1774.2/11852 levy:020.057
hdl:1774.2/11853 levy:115.164a
hdl:1774.2/11854 levy:111.007
hdl:1774.2/11855 levy:057.023
hdl:1774.2/11856 levy:154.051
hdl:1774.2/11857 levy:189.101
hdl:1774.2/11858 levy:057.061
hdl:1774.2/11859 levy:180.029
hdl:1774.2/11860 levy:133.134
hdl:1774.2/11861 levy:153.117
hdl:1774.2/11862 levy:040.028a
hdl:1774.2/11863 levy:190.197
hdl:1774.2/11864 levy:074.046
hdl:1774.2/11865 levy:187.101
hdl:1774.2/11866 levy:121.033
hdl:1774.2/11867 levy:045.041
hdl:1774.2/11868 levy:134.017
hdl:1774.2/11869 levy:065.070a
hdl:1774.2/11870 levy:168.130
hdl:1774.2/11871 levy:094.110
hdl:1774.2/11872 levy:187.013
hdl:1774.2/11873 levy:163.069
hdl:1774.2/11874 levy:023.060
hdl:1774.2/11875 levy:095.069
hdl:1774.2/11876 levy:102.079
hdl:1774.2/11877 levy:077.175
hdl:1774.2/11878 levy:054.123
hdl:1774.2/11879 levy:160.149
hdl:1774.2/11880 levy:015.096
hdl:1774.2/11881 levy:118.004
hdl:1774.2/11882 levy:002.011
hdl:1774.2/11883 levy:158.120
hdl:1774.2/11884 levy:120.005
hdl:1774.2/11885 levy:009.019
hdl:1774.2/11886 levy:143.126
hdl:1774.2/11887 levy:047.041
hdl:1774.2/11888 levy:023.003
hdl:1774.2/11889 levy:005.052
hdl:1774.2/11890 levy:175.051
hdl:1774.2/11891 levy:084.029
hdl:1774.2/11892 levy:156.042
hdl:1774.2/11893 levy:125.092
hdl:1774.2/11894 levy:150a.071
hdl:1774.2/11895 levy:193.105
hdl:1774.2/11896 levy:112.054
hdl:1774.2/11897 levy:056.058
hdl:1774.2/11898 levy:074.038
hdl:1774.2/11899 levy:079.162
hdl:1774.2/11900 levy:065.036
hdl:1774.2/11901 levy:145.153
hdl:1774.2/11902 levy:037.029
hdl:1774.2/11903 levy:091.029
hdl:1774.2/11904 levy:129.068
hdl:1774.2/11905 levy:044.047
hdl:1774.2/11906 levy:084.058
hdl:1774.2/11907 levy:145.154
hdl:1774.2/11908 levy:173.008
hdl:1774.2/11909 levy:124.053
hdl:1774.2/11910 levy:138.012
hdl:1774.2/11911 levy:148.142
hdl:1774.2/11912 levy:028.073
hdl:1774.2/11913 levy:105.101
hdl:1774.2/11914 levy:134.077
hdl:1774.2/11915 levy:179.035
hdl:1774.2/11916 levy:113.043
hdl:1774.2/11917 levy:114.004
hdl:1774.2/11918 levy:016.070
hdl:1774.2/11919 levy:135.112
hdl:1774.2/11920 levy:097.221
hdl:1774.2/11921 levy:109.068
hdl:1774.2/11922 levy:162.035
hdl:1774.2/11923 levy:191a.092a
hdl:1774.2/11925 levy:154a.154
hdl:1774.2/11926 levy:161.082
hdl:1774.2/11927 levy:120.048
hdl:1774.2/11928 levy:155.159a
hdl:1774.2/11929 levy:028.044b
hdl:1774.2/11930 levy:180.003a
hdl:1774.2/11931 levy:156.206a
hdl:1774.2/11932 levy:013.050
hdl:1774.2/11933 levy:024.028
hdl:1774.2/11934 levy:035.110a
hdl:1774.2/11935 levy:014.081
hdl:1774.2/11936 levy:088.060
hdl:1774.2/11937 levy:061.066
hdl:1774.2/11938 levy:168.113a
hdl:1774.2/11939 levy:151.154
hdl:1774.2/11940 levy:078.100
hdl:1774.2/11941 levy:066.033
hdl:1774.2/11942 levy:043.117
hdl:1774.2/11943 levy:032.089
hdl:1774.2/11944 levy:091.025
hdl:1774.2/11945 levy:110.145
hdl:1774.2/11946 levy:153.095
